Solution of SHM
Step Size = .0600 RK4 Method
Time	y	v	Δy	Δv
7.860000	-0.999925	0.024018	-0.000002	0.000053
7.920000	-0.991297	0.263252	0.000001	0.000054
7.980000	-0.968411	0.498699	0.000004	0.000055
8.040000	-0.931596	0.726973	0.000008	0.000054
8.099999	-0.881383	0.944792	0.000010	0.000050
8.160000	-0.818493	1.149022	0.000014	0.000049
8.220000	-0.743832	1.336726	0.000017	0.000047
8.280000	-0.658471	1.505204	0.000019	0.000042
8.340000	-0.563641	1.652033	0.000023	0.000038
8.400000	-0.460703	1.775102	0.000024	0.000031
8.460000	-0.351140	1.872640	0.000027	0.000026
8.520000	-0.236526	1.943244	0.000027	0.000019
8.580000	-0.118510	1.985900	0.000029	0.000013
8.639999	0.001210	1.999992	0.000029	0.000006
8.700000	0.120913	1.985320	0.000030	-0.000001
8.760000	0.238877	1.942093	0.000031	-0.000009
8.820000	0.353405	1.870934	0.000029	-0.000016
8.880000	0.462850	1.772866	0.000029	-0.000023
8.940000	0.565638	1.649299	0.000027	-0.000029
9.000000	0.660291	1.502011	0.000026	-0.000037
9.059999	0.745447	1.333120	0.000023	-0.000041
9.120000	0.819882	1.145055	0.000021	-0.000048
9.179999	0.882524	0.940521	0.000017	-0.000051
9.240000	0.932473	0.722460	0.000014	-0.000057
9.300000	0.969011	0.494009	0.000011	-0.000062
9.360000	0.991612	0.258451	0.000007	-0.000063
9.420000	0.999951	0.019177	0.000004	-0.000066
9.480000	0.993908	-0.220373	-0.000000	-0.000065
9.540000	0.973569	-0.456753	-0.000004	-0.000066
9.599999	0.939229	-0.686565	-0.000008	-0.000063
9.660000	0.891379	-0.906501	-0.000012	-0.000063
9.719999	0.830710	-1.113400	-0.000015	-0.000058
9.780000	0.758092	-1.304285	-0.000019	-0.000055
9.840000	0.674571	-1.476411	-0.000023	-0.000052
9.900000	0.581348	-1.627302	-0.000025	-0.000045
9.960000	0.479763	-1.754788	-0.000029	-0.000040
10.020000	0.371279	-1.857035	-0.000030	-0.000032
10.080000	0.257454	-1.932574	-0.000033	-0.000025
10.139999	0.139926	-1.980317	-0.000033	-0.000017
10.200000	0.020386	-1.999577	-0.000035	-0.000009
10.260000	-0.099447	-1.990078	-0.000036	-0.000000
10.320000	-0.217850	-1.951957	-0.000035	0.000008
10.380000	-0.333120	-1.885761	-0.000036	0.000017
10.440000	-0.443598	-1.792443	-0.000034	0.000025
10.500000	-0.547697	-1.673345	-0.000033	0.000034
10.559999	-0.643918	-1.530180	-0.000030	0.000040
10.620000	-0.730877	-1.365006	-0.000028	0.000049
10.679999	-0.807325	-1.180201	-0.000024	0.000054
10.740000	-0.872162	-0.978420	-0.000021	0.000061
10.800000	-0.924454	-0.762568	-0.000018	0.000067
10.860000	-0.963450	-0.535747	-0.000014	0.000070
10.920000	-0.988589	-0.301221	-0.000010	0.000074
10.979999	-0.999510	-0.062363	-0.000005	0.000074
11.040000	-0.996055	0.177392	-0.000001	0.000077
11.099999	-0.978274	0.414596	0.000004	0.000075
11.160000	-0.946423	0.645836	0.000009	0.000075
11.219999	-0.900959	0.867788	0.000013	0.000071
11.280000	-0.842538	1.077259	0.000017	0.000070
11.340000	-0.771999	1.271236	0.000022	0.000067
11.400000	-0.690356	1.446929	0.000025	0.000060
11.460000	-0.598784	1.601811	0.000029	0.000054
11.520000	-0.498600	1.733655	0.000032	0.000046
11.580000	-0.391244	1.840564	0.000035	0.000039
11.639999	-0.278262	1.921002	0.000037	0.000030
11.700000	-0.161277	1.973810	0.000039	0.000021
11.759999	-0.041973	1.998229	0.000039	0.000012
11.820000	0.077935	1.993908	0.000041	0.000002
11.880000	0.196721	1.960910	0.000042	-0.000008
11.940000	0.312679	1.899709	0.000040	-0.000017
12.000000	0.424139	1.811184	0.000040	-0.000027
12.059999	0.529499	1.696610	0.000037	-0.000036
12.120000	0.627244	1.557634	0.000035	-0.000046
12.179999	0.715967	1.396256	0.000032	-0.000053
12.240000	0.794392	1.214795	0.000029	-0.000062
12.300000	0.861392	1.015862	0.000026	-0.000070
12.360000	0.916003	0.802319	0.000021	-0.000074
12.420000	0.957440	0.577236	0.000017	-0.000081
12.479999	0.985105	0.343851	0.000012	-0.000082
12.540000	0.998603	0.105520	0.000007	-0.000087
12.599999	0.997737	-0.134328	0.000002	-0.000086
12.660000	0.982522	-0.372244	-0.000004	-0.000087
12.719999	0.953175	-0.604807	-0.000009	-0.000084
12.780000	0.910119	-0.828670	-0.000014	-0.000084
12.840000	0.853973	-1.040616	-0.000019	-0.000082
12.900000	0.785545	-1.237594	-0.000024	-0.000075
12.960000	0.705818	-1.416772	-0.000029	-0.000070
13.020000	0.615940	-1.575574	-0.000032	-0.000062
13.080000	0.517203	-1.711714	-0.000036	-0.000055
13.139999	0.411028	-1.823235	-0.000038	-0.000045
13.200000	0.298940	-1.908534	-0.000042	-0.000036
13.259999	0.182553	-1.966382	-0.000043	-0.000026
13.320000	0.063541	-1.995949	-0.000045	-0.000016
13.380000	-0.056386	-1.996808	-0.000047	-0.000005
13.440000	-0.175501	-1.968948	-0.000046	0.000006
13.500000	-0.292093	-1.912770	-0.000046	0.000018
13.559999	-0.404483	-1.829080	-0.000044	0.000028
13.620000	-0.511055	-1.719084	-0.000043	0.000040
13.679999	-0.610278	-1.584362	-0.000040	0.000048
13.740000	-0.700723	-1.426854	-0.000037	0.000059
13.799999	-0.781089	-1.248823	-0.000033	0.000066
13.860000	-0.850222	-1.052830	-0.000029	0.000075
13.920000	-0.907126	-0.841696	-0.000025	0.000084
13.979999	-0.950983	-0.618455	-0.000020	0.000087
14.040000	-0.981162	-0.386320	-0.000014	0.000094
14.099999	-0.997230	-0.148628	-0.000009	0.000094
14.160000	-0.998955	0.091202	-0.000003	0.000098
14.219999	-0.986312	0.329720	0.000003	0.000096
14.280000	-0.959483	0.563495	0.000009	0.000097
14.340000	-0.918855	0.789166	0.000015	0.000096
14.400000	-0.865010	1.003487	0.000020	0.000090
14.460000	-0.798725	1.203375	0.000026	0.000087
14.520000	-0.720952	1.385955	0.000030	0.000079
14.580000	-0.632810	1.548601	0.000036	0.000072
14.639999	-0.535566	1.688974	0.000039	0.000062
14.700000	-0.430619	1.805055	0.000043	0.000053
14.759999	-0.319479	1.895175	0.000045	0.000042
14.820000	-0.203744	1.958037	0.000049	0.000032
14.880000	-0.085078	1.992737	0.000051	0.000020
14.940000	0.034811	1.998777	0.000051	0.000007
